"Bill_id","Bill_description","Patron_id","Patron_name","Last_house_committee_id","Last_house_action","Last_house_action_date","Last_senate_committee_id","Last_senate_action","Last_senate_action_date","Last_conference_action","Last_conference_action_date","Last_governor_action","Last_governor_action_date","Emergency","Passed_house","Passed_senate","Passed","Failed","Carried_over","Approved","Vetoed","Full_text_doc1","Full_text_date1","Full_text_doc2","Full_text_date2","Full_text_doc3","Full_text_date3","Full_text_doc4","Full_text_date4","Full_text_doc5","Full_text_date5","Full_text_doc6","Full_text_date6","Last_house_actid","Last_senate_actid","Last_conference_actid","Last_governor_actid","Chapter_id","Introduction_date","Last_actid"
"HJ36","Commending Smith Mountain Lake.","H204","Poindexter","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ36","12/16/15","","","","","","","","","","","H5005","S5110","","","","12/16/15","S5110"
"HJ37","General Assembly; establishing a schedule for the conduct of business for 2016 Regular Session.","H21","Cox","","VOTE: ADOPTION (98-Y 0-N)","01/13/16","S10","Agreed to by Senate (40-Y 0-N)","01/13/16","","","","","N","Y","Y","Y","N","N","N","N","HJ37","12/17/15","","","","","","","","","","","H9999","S5130","","","","12/17/15","S5130"
"HJ38","General Assembly; establishing a prefiling schedule for 2017 Regular Session.","H21","Cox","","VOTE: ADOPTION (98-Y 0-N)","01/13/16","S10","Agreed to by Senate (40-Y 0-N)","01/13/16","","","","","N","Y","Y","Y","N","N","N","N","HJ38","12/17/15","","","","","","","","","","","H9999","S5130","","","","12/17/15","S5130"
"HJ39","Celebrating the life of Alison Bailey Parker.","H237","Head","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ39","12/17/15","","","","","","","","","","","H5003","S5130","","","","12/17/15","S5130"
"HJ40","Celebrating the life of Richard T. Allan, Jr.","H264","Simon","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ40","12/18/15","","","","","","","","","","","H5003","S5130","","","","12/18/15","S5130"
"HJ41","Commending Pamela L. Michell.","H281","Krizek","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ41","12/18/15","","","","","","","","","","","H5005","S5110","","","","12/18/15","S5110"
"HJ42","Commending Colonel Donald B. Kaiserman, USA, Ret.","H134","O'Bannon","","Agreed to by House by voice vote","01/29/16","","Agreed to by Senate by voice vote","02/11/16","","","","","N","Y","Y","Y","N","N","N","N","HJ42","12/19/15","","","","","","","","","","","H5005","S5110","","","","12/19/15","S5110"
"HJ43","Commending Neal King.","H73","Orrock","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ43","12/22/15","","","","","","","","","","","H5005","S5110","","","","12/22/15","S5110"
"HJ44","Commending the Honorable John C. Watkins.","H124","Ware","","Agreed to by House by voice vote","01/15/16","S10","Left in Rules","03/11/16","","","","","N","Y","N","N","Y","N","N","N","HJ44","12/22/15","","","","","","","","","","","H5005","S1094","","","","12/22/15","S1094"
"HJ45","Health insurance; coverage for abuse deterrent formulations for opioid medications.","H115","Byron","H20","VOTE: BLOCK VOTE ADOPTION (98-Y 0-N)","02/11/16","S10","Agreed to by Senate by voice vote","02/23/16","","","","","N","Y","Y","Y","N","N","N","N","HJ45","12/22/15","","","","","","","","","","","H9999","S5110","","","","12/22/15","S5110"
"HJ46","Commending Angela Ammerman.","H222","Kory","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ46","12/22/15","","","","","","","","","","","H5005","S5110","","","","12/22/15","S5110"
"HJ47","Celebrating the life of Roger Green.","H21","Cox","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ47","12/23/15","","","","","","","","","","","H5003","S5130","","","","12/23/15","S5130"
"HJ48","Commending Colonial Heights American Legion Post 284.","H21","Cox","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ48","12/27/15","","","","","","","","","","","H5005","S5110","","","","12/27/15","S5110"
"HJ49","Commending Wakefield Masonic Lodge No. 198.","H189","Tyler","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ49","12/28/15","","","","","","","","","","","H5005","S5110","","","","12/28/15","S5110"
"HJ50","Composite Index of Local Ability to Pay; DOE to study effect of local use value assessment","H247","Webert","H20","Continued to 2017 in Rules","02/09/16","","","","","","","","N","N","N","N","N","Y","N","N","HJ50","12/28/15","","","","","","","","","","","H2040","","","","","12/28/15","H2040"
"HJ51","Celebrating the life of Jesse Clingenpeel.","H266","Rasoul","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ51","12/29/15","","","","","","","","","","","H5003","S5130","","","","12/29/15","S5130"
"HJ52","Interstate Highway System; State Route 28 to be included in System.","H57","Marshall, R.G.","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ52","12/29/15","","","","","","","","","","","H2094","","","","","12/29/15","H2094"
"HJ53","Celebrating the life of Thomas S. Herbert VII.","H259","Fowler","","Agreed to by House","01/29/16","","Agreed to by Senate","02/04/16","","","","","N","Y","Y","Y","N","N","N","N","HJ53","12/29/15","","","","","","","","","","","H5003","S5130","","","","12/29/15","S5130"
"HJ54","Commending Mary Ann Moran.","H269","Sullivan","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ54","12/29/15","","","","","","","","","","","H5005","S5110","","","","12/29/15","S5110"
"HJ55","Bicycle on state highways; Department of State Police to study laws and policies.","H148","Lingamfelter","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ55","12/29/15","","","","","","","","","","","H2094","","","","","12/29/15","H2094"
"HJ56","Biosolids and industrial wastes; short-term and long-term effects, report.","H124","Ware","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ56","12/30/15","","","","","","","","","","","H2094","","","","","12/30/15","H2094"
"HJ57","Celebrating the life of Anthony Young.","H222","Kory","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ57","12/30/15","","","","","","","","","","","H5003","S5130","","","","12/30/15","S5130"
"HJ58","Traffic signal retiming; Department of Transportation to study.","H150","Marshall, D.W.","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ58","12/30/15","","","","","","","","","","","H2094","","","","","12/30/15","H2094"
"HJ59","Commending L. D. Arrington.","H204","Poindexter","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ59","12/31/15","","","","","","","","","","","H5005","S5110","","","","12/31/15","S5110"
"HJ60","Celebrating the life of Charles Rinker.","H269","Sullivan","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ60","12/31/15","","","","","","","","","","","H5003","S5130","","","","12/31/15","S5130"
"HJ61","Life-prolonging care; Joint Commission on Health Care to study legal and regulatory requirements.","H225","Stolle","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ61","01/02/16","","","","","","","","","","","H2094","","","","","01/02/16","H2094"
"HJ62","Commending the Salem High School football team.","H232","Habeeb","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ62","01/04/16","","","","","","","","","","","H5005","S5110","","","","01/04/16","S5110"
"HJ63","Speaker of the House; authority to employ legal counsel to represent General Assembly.","H57","Marshall, R.G.","H20","Tabled in Rules","01/28/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ63","01/05/16","","","","","","","","","","","H2098","","","","","01/05/16","H2098"
"HJ64","Appointment; Chairman of the Virginia Criminal Sentencing Commission.","H2","Albo","H08","VOTE: ADOPTION (95-Y 0-N)","01/21/16","S03","Agreed to by Senate (39-Y 0-N)","03/02/16","","","","","N","Y","Y","Y","N","N","N","N","HJ64","01/05/16","","","","","","","","","","","H9999","S5130","","","","01/05/16","S5130"
"HJ65","Virginia Foundation for Healthy Youth; Joint Commission on Health Care to study expanding mission.","H134","O'Bannon","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ65","01/05/16","","","","","","","","","","","H2094","","","","","01/05/16","H2094"
"HJ66","Refugee Resettlement Program; JLARC to study cost to the Commonwealth and localities.","H134","O'Bannon","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ66","01/05/16","","","","","","","","","","","H2094","","","","","01/05/16","H2094"
"HJ67","Commending SCORE Hampton Roads.","H257","Davis","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ67","01/05/16","","","","","","","","","","","H5005","S5110","","","","01/05/16","S5110"
"HJ68","Commending the Colonial Heights High School boys&apos; volleyball team.","H21","Cox","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ68","01/05/16","","","","","","","","","","","H5005","S5110","","","","01/05/16","S5110"
"HJ69","Driver&apos;s license suspension; use as collection method for unpaid court fines and costs.","H197","Loupassi","H20","VOTE: ADOPTION (98-Y 1-N)","03/08/16","S10","Conference report agreed to by Senate (40-Y 0-N)","03/09/16","Amended by conference committee","03/08/16","","","N","Y","Y","Y","N","N","N","N","HJ69","01/05/16","HJ69H1","03/08/16","","","","","","","","","H9999","S6015","C6038","","","01/05/16","S6015"
"HJ70","State parks; JARC to study feasibility of public-private partnership in managing parks.","H204","Poindexter","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ70","01/06/16","","","","","","","","","","","H2094","","","","","01/06/16","H2094"
"HJ71","Commending Temple Emanuel.","H266","Rasoul","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ71","01/06/16","","","","","","","","","","","H5005","S5110","","","","01/06/16","S5110"
"HJ72","Minimum wage; effects of increasing the in the Commonwealth.","H281","Krizek","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ72","01/06/16","","","","","","","","","","","H2094","","","","","01/06/16","H2094"
"HJ73","Midtown and Downtown Tunnels in Hampton Roads; CTB to study reduction or elimination of tolls.","H280","Heretick","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ73","01/06/16","","","","","","","","","","","H2094","","","","","01/06/16","H2094"
"HJ74","Celebrating the life of James O. Shaw, Jr., M.D.","H203","Pogge","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ74","01/06/16","","","","","","","","","","","H5003","S5130","","","","01/06/16","S5130"
"HJ75","Commending Frank M. Beamer.","H249","Yost","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ75","01/06/16","","","","","","","","","","","H5005","S5110","","","","01/06/16","S5110"
"HJ76","Wolf Creek Cherokee Tribe of Virginia; General Assembly of Virginia to extend state recognition.","H48","Ingram","H20","Tabled in Rules","02/11/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ76","01/07/16","","","","","","","","","","","H2098","","","","","01/07/16","H2098"
"HJ77","Study; CTB to study reduction or elimination of tolls on Midtown-Downtown Tunnels in Hampton Rds.","H220","James","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ77","01/07/16","","","","","","","","","","","H2094","","","","","01/07/16","H2094"
"HJ78","Resolution; encouraging employers in the Commonwealth to pay their employees a living wage.","H220","James","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ78","01/07/16","","","","","","","","","","","H2094","","","","","01/07/16","H2094"
"HJ79","Study; JLARC; sentencing alternatives; report.","H208","Herring","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ79","01/07/16","","","","","","","","","","","H2094","","","","","01/07/16","H2094"
"HJ80","Commending the Highland Springs High School football team.","H273","Bagby","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ80","01/07/16","","","","","","","","","","","H5005","S5110","","","","01/07/16","S5110"
"HJ81","Commending the Henrico High School boys' basketball team.","H273","Bagby","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ81","01/07/16","","","","","","","","","","","H5005","S5110","","","","01/07/16","S5110"
"HJ82","Constitutional amendment (first resolution); qualifications to vote; restoration of civil rights.","H273","Bagby","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ82","01/07/16","","","","","","","","","","","H1894","","","","","01/07/16","H1894"
"HJ83","Student nutrition; Office of School Nutrition Programs in the Department of Education to study.","H273","Bagby","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ83","01/07/16","","","","","","","","","","","H2094","","","","","01/07/16","H2094"
"HJ84","Recurrent flooding; Joint Subcommittee to formulate recommendations.","H225","Stolle","H20","VOTE: ADOPTION (99-Y 0-N)","03/08/16","S10","Conference report agreed to by Senate","03/08/16","Amended by conference committee","03/07/16","","","N","Y","Y","Y","N","N","N","N","HJ84","01/07/16","HJ84H1","03/07/16","","","","","","","","","H9999","S6015","C6038","","","01/07/16","H9999"
"HJ85","Commending the Rotary Club of McLean.","H271","Murphy","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ85","01/08/16","","","","","","","","","","","H5005","S5110","","","","01/08/16","S5110"
